Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDK03,OUT035,4186.9177402050045
FDT45,OUT017,1010.6942921146128
NCC54,OUT027,5216.69283298423
FDP08,OUT018,2877.3091892129364
FDU44,OUT046,2671.455556697723
DRG39,OUT035,989.5729913549512
FDU32,OUT049,2093.839947670749
FDY27,OUT049,2911.7434665885307
NCP54,OUT013,1974.0528306217875
NCZ41,OUT049,2113.3611758164266
DRL49,OUT013,2297.317540614474
FDI05,OUT018,963.2842954190389
FDY56,OUT045,3584.932861452547
DRC13,OUT013,2056.7987650700416
NCV29,OUT017,2958.952809468095
FDR24,OUT049,1581.862235335431
FDZ34,OUT018,2776.0239782184954
FDP37,OUT035,2154.72263808239
FDX08,OUT027,4365.817264829402
FDS57,OUT045,2166.6325957321646
NCG18,OUT049,1722.626551263811
FDK25,OUT018,2429.9357864656263
FDH53,OUT049,1442.2552551167255
DRI59,OUT018,3258.7581487497787
FDA52,OUT046,2810.5564052987997
FDT20,OUT010,-1223.8373981460172
FDE36,OUT019,738.2028810661707
FDI24,OUT017,2877.5235509964427
FDB28,OUT018,2831.0554771441125
FDV11,OUT017,2956.6294509256472
FDP01,OUT046,2507.297245915304
FDD34,OUT027,4027.2887668829385
FDJ50,OUT027,2356.6766667175357
FDZ44,OUT013,1971.4733650762082
DRO59,OUT035,1385.2256931235243
DRB48,OUT045,623.9855133154699
FDR21,OUT018,2497.8233619835396
NCE42,OUT010,1781.825564332305
FDO23,OUT046,1494.2377561269636
NCE30,OUT018,3036.33215751651
FDQ22,OUT035,787.8513068808137
FDY01,OUT045,1818.2685403626024
FDS08,OUT017,2961.3242798336373
FDG28,OUT018,3637.348365194877
FDQ51,OUT018,585.0434156648703
FDB05,OUT017,4010.6610316061165
FDO56,OUT049,2045.4920454358412
FDE02,OUT018,1257.0164968147753
FDN45,OUT017,3609.0494338710864
FDS09,OUT013,875.3572628812249
NCA54,OUT018,2573.5943393040043
FDP09,OUT010,1455.373771573607
FDC53,OUT045,1518.1615630687525
NCM55,OUT017,3043.8918238070705
FDL09,OUT018,2422.549689691022
FDA11,OUT019,-382.3674958196932
FDA50,OUT045,1412.0674844849339
FDC23,OUT017,2983.4039758797758
FDE22,OUT049,2626.8605073680997
FDD23,OUT046,3033.378548128598
NCA29,OUT049,2814.6892789789194
FDK38,OUT046,2376.0715747348136
DRC13,OUT046,1974.9522034251281
NCP43,OUT049,2932.321332799874
FDX28,OUT049,1659.6636022665175
FDF08,OUT049,1624.2340939135822
FDZ33,OUT046,2360.5898275205686
FDD10,OUT049,2970.9192589874124
FDO58,OUT017,2687.4289387116155
FDI50,OUT017,3820.4773766997137
FDO58,OUT045,2564.773712676992
FDX08,OUT013,2948.8331755299882
NCK17,OUT010,-1222.9354983734138
FDF39,OUT035,4294.79818872816
FDU45,OUT010,-73.04841273786997
NCJ18,OUT018,1541.0444792531432
DRC27,OUT019,1950.9642538242565
DRC25,OUT035,1505.7182756805203
FDU59,OUT035,2697.9438277504883
FDU28,OUT035,3186.1603347274026
NCP30,OUT046,667.0851387844857
FDB39,OUT018,605.1909332755406
FDE41,OUT013,1446.99667473955
DRH11,OUT010,-989.9066177648546
FDA58,OUT045,3639.0718647445487
FDU50,OUT046,1849.021969966197
FDM34,OUT013,2095.187819470098
FDM44,OUT027,3134.682208964087
FDR39,OUT045,2843.76533680308
FDM25,OUT045,2771.642308412305
FDQ49,OUT049,2646.882521063922
DRH25,OUT018,583.4597959692198
FDM09,OUT027,4191.247883120528
FDL44,OUT019,721.9849995256511
NCR42,OUT018,252.56608039504601
DRL59,OUT046,893.0684149632023
FDX43,OUT013,2733.288165612363
DRK47,OUT010,1666.8782656150838
FDU48,OUT018,1834.2823200895464
FDY12,OUT045,787.062381881476
NCN43,OUT018,1683.6321273321962
NCM55,OUT018,2623.1859277042804
FDQ21,OUT027,3433.4258982160222
FDX13,OUT035,4139.096998566132
NCK30,OUT027,5412.752560594299
FDG20,OUT049,2936.9748783573336
DRG27,OUT017,731.1600783347894
FDY14,OUT018,3851.467078608933
FDP59,OUT035,1851.2202926876612
FDU60,OUT017,2855.7211178998655
NCC18,OUT019,737.2102993703722
DRJ39,OUT017,3525.8353649284404
FDS07,OUT049,1939.5903978979036
FDM08,OUT027,5044.048805009565
FDP51,OUT045,1896.381749307278
FDU16,OUT035,1493.24815956053
FDH12,OUT013,1740.6476508125531
DRE48,OUT010,1183.7303298010625
NCL42,OUT027,5278.424379610062
FDR21,OUT045,2741.4284198076152
NCW29,OUT035,2247.7621209179792
FDO11,OUT013,4046.0100090661476
NCM31,OUT049,2325.0971817558743
FDV35,OUT019,547.1047981159802
FDF58,OUT017,1127.0661216571866
NCE43,OUT049,2736.2031164415316
FDA02,OUT035,2451.700385723045
DRL37,OUT010,-1190.3825410545921
FDR24,OUT018,1243.079258967847
FDW59,OUT049,1462.2590411577955
FDS22,OUT049,895.1217745001682
FDW24,OUT017,943.7085156291505
FDU24,OUT035,1693.4818716393895
FDA21,OUT027,4407.316799276712
FDH58,OUT027,3325.020062674044
FDW36,OUT018,1399.3409414988905
FDI45,OUT027,4239.498792755841
FDU01,OUT018,2759.0365192150402
FDF35,OUT027,3201.0897078063667
FDU43,OUT019,1925.5369019200884
FDE24,OUT019,385.9686826294949
FDK50,OUT049,2728.105002236844
FDG31,OUT045,977.596691940922
FDC60,OUT045,1417.9676162494188
FDL36,OUT013,1491.0253375165864
FDP21,OUT013,3080.1725048143912
FDW16,OUT045,1418.1498310604763
FDX02,OUT017,3621.6965930884494
FDQ58,OUT027,3909.3143629811407
FDT51,OUT046,1838.6386360390093
FDD59,OUT049,1445.4400588769383
NCM42,OUT018,1449.1946605871574
FDA57,OUT018,405.0346612600797
FDZ48,OUT035,1966.2996683668462
FDE46,OUT045,2364.669546319807
NCZ30,OUT019,15.866930757064665
FDB56,OUT017,3159.113758884608
FDA25,OUT027,3199.6871002389075
FDD20,OUT013,2086.898869467712
FDL25,OUT013,1555.8023348437994
NCO18,OUT049,2883.5722156329043
FDJ45,OUT017,886.8938758714144
FDR12,OUT035,2904.7159987532573
NCF19,OUT010,-1149.6354566746677
FDK25,OUT046,2670.6850304890318
NCR17,OUT046,1834.6402889489987
FDC52,OUT046,2438.795054233776
NCA54,OUT017,2953.8470614565517
FDR45,OUT010,1871.5444612361662
NCM19,OUT049,1901.8856645473393
FDF39,OUT027,5622.064697447044
FDX23,OUT049,1667.8460815278377
FDD58,OUT027,3048.3339084347645
FDX28,OUT013,1607.6147025305215
NCD31,OUT013,2594.205835856563
FDU57,OUT018,2148.205236150561
FDI27,OUT046,772.6564776342016
NCM42,OUT046,1711.5751150196272
FDD32,OUT027,2849.63500013373
FDI34,OUT013,3675.3736007028715
NCM29,OUT049,2179.5937637998127
FDG46,OUT018,1575.331221137313
DRC01,OUT010,-1060.1524095883176
FDB15,OUT027,5541.834477441416
NCA17,OUT027,3841.6184418326843
FDF10,OUT046,2367.085725773715
FDR26,OUT027,4255.1503715087165
FDI02,OUT049,1951.6006949500575
NCM54,OUT010,95.15082538812794
FDF14,OUT013,2477.7777322447996
FDJ33,OUT010,42.97156307147452
FDM20,OUT035,4063.485404269097
FDC03,OUT027,4551.742897058028
NCX05,OUT046,1853.5430669791153
NCM41,OUT027,2936.3446922161534
NCU29,OUT010,448.89663078113153
FDQ59,OUT017,1510.4719635740853
FDH46,OUT010,-238.97682077077718
FDH09,OUT013,1067.0329989401012
NCD06,OUT045,665.0256097667474
FDC15,OUT035,2549.2064624201935
DRD37,OUT027,2197.2964728606885
FDT28,OUT027,3804.6050937439927
FDR28,OUT027,4078.5831288673967
FDT38,OUT017,1466.3815712284918
FDV34,OUT027,2723.041477957638
FDY52,OUT035,1166.4474521568857
FDB34,OUT013,1426.3921883014502
DRL23,OUT018,1439.8922284396444
DRB24,OUT046,2445.15588895279
FDJ50,OUT046,934.115942747045
FDQ49,OUT035,2662.6909880400167
FDP20,OUT035,2175.7006726790537
FDV19,OUT027,4064.0205352826983
NCR54,OUT045,2998.094930571146
FDO09,OUT010,2202.3710137434628
FDS57,OUT018,1985.2627599037683
FDN10,OUT049,1976.3886057355662
FDV23,OUT049,2101.4999874270857
FDY28,OUT049,3476.2666477788803
DRG51,OUT013,2592.3361032774824
FDD45,OUT019,-391.79193963968805
NCL18,OUT027,4441.4893846805135
NCM29,OUT013,2122.797532020179
FDF17,OUT027,4540.760376062441
FDE22,OUT017,2673.0284648250113
FDQ22,OUT017,745.0625812295627
FDS01,OUT013,2925.1534375211854
FDW35,OUT027,2185.2387654328204
FDJ33,OUT046,2014.2357916926967
NCF54,OUT035,2841.1606239178195
FDE09,OUT013,1841.971795971614
NCE06,OUT045,2451.711848985516
DRH49,OUT049,1397.4861689096506
FDY43,OUT045,2659.0107600966835
NCT05,OUT017,4128.314542961572
FDZ34,OUT045,2990.062086528546
FDL38,OUT017,1606.1409007880052
FDZ31,OUT017,3179.003128443603
FDR14,OUT035,998.0159855725665
NCN54,OUT049,1354.7289439002689
NCC42,OUT027,3676.9463685887217
FDK08,OUT017,1806.7754300990682
FDP59,OUT013,1784.8604181344624
FDV22,OUT035,2690.965935230997
FDD33,OUT035,3864.427411043353
DRE60,OUT027,4990.140527925798
FDK52,OUT046,3559.5961756284846
FDA02,OUT017,2450.935780682544
FDM56,OUT049,1885.803691364104
FDE57,OUT035,2440.816856061006
FDM32,OUT045,1413.7309180209947
NCQ30,OUT027,3369.8766162776833
FDQ27,OUT027,3197.632683794326
FDT60,OUT027,3447.3361854613327
FDU43,OUT049,3968.8978632738686
NCO55,OUT035,1832.3996369807687
FDG02,OUT045,2999.679716978005
FDJ28,OUT013,3042.099427058513
FDP40,OUT045,1748.6521214778263
FDJ38,OUT045,3027.5401566591204
NCC54,OUT017,3905.55132525179
NCZ41,OUT046,2001.2038344071625
FDK38,OUT019,524.1110538582454
FDU52,OUT013,2475.554719090635
FDC40,OUT046,1245.765071698802
NCR30,OUT017,1280.489512576305
NCN18,OUT017,1843.2706248787076
FDB50,OUT035,1422.41448998657
FDG04,OUT013,3006.0937172512454
FDR26,OUT035,2927.8508829324433
NCT17,OUT018,2709.0270655506956
FDX35,OUT027,5080.299092002237
FDS12,OUT046,2008.4361298128515
NCZ29,OUT027,3453.414144188369
FDB38,OUT010,736.698424180338
FDP12,OUT013,714.2032569668266
FDP22,OUT046,881.4223833738986
FDS26,OUT018,3795.7133356215454
FDR52,OUT046,3055.6690882822645
DRJ13,OUT046,2541.500061423238
FDU48,OUT027,3545.766265710457
FDE29,OUT035,1092.6144073522382
NCT29,OUT049,2039.1561204139907
DRK37,OUT018,2694.9324011750637
FDK55,OUT046,1433.9288307988797
FDR07,OUT046,1580.640428331113
FDO21,OUT027,5051.090016458702
FDK46,OUT049,4204.185547941059
FDB12,OUT045,1644.0873783251745
FDT31,OUT027,4493.371254043788
FDJ33,OUT045,1945.593094633925
FDC26,OUT027,3223.0590268053525
NCQ02,OUT045,2894.5463269707266
FDP08,OUT010,1196.2835088865081
FDB11,OUT027,5046.448337461627
FDV55,OUT013,2397.9980308787513
FDW20,OUT049,2089.806498111471
NCJ18,OUT019,-61.49391879768632
FDC41,OUT018,912.762419271022
FDE14,OUT027,3161.803603829016
FDG35,OUT013,2901.5033000629533
FDF45,OUT035,1181.8896487244835
FDS19,OUT027,2784.223913285652
FDS58,OUT019,684.5115506516179
FDA26,OUT017,3589.696294513535
FDM32,OUT049,1566.4938676680167
FDL45,OUT046,2023.7264208603665
FDZ55,OUT049,2681.316658648477
FDY37,OUT049,2436.5163328935882
FDO46,OUT046,3073.6360104460796
FDQ60,OUT046,1946.7538268802236
FDA19,OUT018,1838.8010828315082
FDL15,OUT046,2464.9124808907286
FDM10,OUT018,3081.4718599948687
NCL05,OUT017,821.3989171315311
DRK49,OUT010,-1219.9869211887963
NCE18,OUT027,5393.199121518701
FDG40,OUT049,669.226291860062
DRI59,OUT045,3450.984207686834
FDK28,OUT035,4161.468806229366
NCD06,OUT019,-1183.5970036548733
FDO11,OUT019,2115.566814116073
FDK27,OUT046,1934.1781857076758
FDT43,OUT027,2332.506625420998
FDD38,OUT018,1454.6223748225207
FDA16,OUT049,3557.4013948732386
FDL14,OUT027,3980.171991819709
NCM17,OUT049,823.5871905216791
FDD20,OUT045,1959.7381093044623
FDA40,OUT045,1396.4865056042772
FDL43,OUT045,1209.2530133383664
FDV15,OUT045,1560.5304225939872
FDE52,OUT046,1462.1887332601727
NCL17,OUT010,363.6215332074876
NCJ31,OUT045,3655.6255314833193
FDR60,OUT045,1189.27608012837
NCA18,OUT035,1964.7018591333276
FDS21,OUT027,2534.5307530546415
FDW09,OUT035,1462.1173643260884
FDL26,OUT035,2650.882395402607
FDS47,OUT018,1153.5627136519663
FDC39,OUT046,3201.0229553554814
FDT51,OUT035,1988.4049774027721
FDK40,OUT035,4281.134179275183
NCG19,OUT045,3593.4734160435196
FDZ07,OUT046,1085.2802205025644
FDF08,OUT027,2961.1616429972846
FDO04,OUT013,932.8088423789084
FDK41,OUT018,1030.1040299370645
FDP15,OUT049,4126.040225743804
NCD43,OUT018,1384.805594458372
NCP18,OUT013,2377.2642188553814
FDZ51,OUT046,1570.4003115555447
DRH13,OUT035,1874.233418684355
FDF38,OUT045,690.5553227224646
NCI43,OUT045,727.4191821688518
FDM38,OUT027,2411.4245309478383
FDS03,OUT013,1091.6255513596525
DRJ47,OUT017,2837.221073502705
FDT50,OUT010,-368.84207008590886
FDV02,OUT046,2703.961048654334
NCG18,OUT017,1751.6818019069588
FDW52,OUT046,2642.0947032893887
FDS40,OUT035,750.0529143952157
FDN31,OUT017,3162.712601398211
FDA37,OUT045,1973.0920002951125
FDA15,OUT046,3921.443415418816
FDL39,OUT046,2877.97509101876
FDJ53,OUT045,1856.8691682006797
FDX22,OUT013,3407.8925442799905
NCZ42,OUT045,3680.2616642103862
FDD56,OUT027,4308.672508928892
FDD40,OUT017,3189.7689201896414
FDS50,OUT013,3484.691752704594
NCN14,OUT013,2957.997485625518
FDT15,OUT013,2988.57876882727
NCS18,OUT027,3157.071200208597
NCO26,OUT010,-123.21694197035185
FDF58,OUT018,742.1310424348653
NCB19,OUT013,1387.0418262352368
FDH26,OUT017,2433.7663546853323
DRB24,OUT027,3872.3844720302445
FDA49,OUT018,1150.200312633686
FDB32,OUT045,1518.6309614683646
FDI36,OUT017,3285.0392005896733
NCA17,OUT010,462.7677286947287
FDH22,OUT013,2003.1180888450058
NCM26,OUT018,2165.2738680748926
FDT15,OUT027,4407.14377008571
FDB16,OUT018,1099.3029955104591
NCP54,OUT027,3398.83444557993
FDJ36,OUT013,1703.4186829431671
FDO28,OUT045,1820.3001067234882
FDU09,OUT013,962.0538069805953
FDF29,OUT017,2193.88234562126
FDY08,OUT013,2314.614475578947
DRJ59,OUT018,370.6373741588368
FDT23,OUT027,2786.2842030976517
FDU15,OUT018,421.45328748545853
FDT47,OUT013,1653.6407057155188
FDI53,OUT019,736.1527249528319
FDR59,OUT018,3910.8382330016652
FDD53,OUT035,809.8538840055548
FDY51,OUT017,3578.904837277111
FDT04,OUT049,705.5594924395213
FDU51,OUT049,2939.5943925336237
FDG14,OUT035,2633.4734527547957
NCU06,OUT045,3541.508577243582
DRG25,OUT046,2940.0873611216552
DRH49,OUT035,1489.5528459315108
FDN15,OUT035,2380.1433941917717
FDL43,OUT018,978.1243182725709
NCT18,OUT049,2957.634803729094
NCB31,OUT013,4094.4436341445585
FDK57,OUT035,2039.7760739195292
FDY04,OUT019,715.9162192672113
NCP54,OUT046,1921.7780923659407
FDF41,OUT013,3843.6172409154974
FDM01,OUT045,1649.9325893379796
FDW03,OUT045,1663.7794632396608
FDF28,OUT045,1920.6434090275666
FDY37,OUT017,2451.559078222313
FDQ03,OUT017,3892.358666303731
FDP51,OUT027,3409.467270611112
FDJ40,OUT017,1907.0100309118807
FDC32,OUT049,1628.9864079239098
DRI49,OUT027,2714.8518781917232
NCW54,OUT017,974.0165045028475
FDF09,OUT017,795.223663271673
FDP45,OUT018,3721.811814693679
DRJ23,OUT018,2701.8076906178385
FDS59,OUT017,1945.3786775857488
FDY08,OUT046,2259.192473350931
FDX16,OUT049,2427.4988172122426
FDY16,OUT018,2660.3078308555982
FDK32,OUT035,2671.472348308855
FDQ22,OUT013,701.2523890331812
NCC31,OUT018,2182.0214819654157
FDG58,OUT049,2570.9876420416617
DRF48,OUT013,3007.8850147764347
DRH36,OUT049,1279.4803715607893
NCR30,OUT035,1337.3595377670893
FDB03,OUT019,1876.890208197187
FDZ28,OUT027,3488.493893852004
FDR35,OUT017,3270.554101485655
DRD15,OUT027,5089.842208339023
FDJ33,OUT019,105.69977878838267
FDA56,OUT010,67.75352879541151
FDP56,OUT046,839.5990127228201
NCT30,OUT046,763.4547876015206
FDK15,OUT017,1712.3303383182401
FDH44,OUT018,2158.054483917091
FDV01,OUT013,2556.5268267864435
DRG03,OUT017,2495.6602301858843
FDG50,OUT027,2943.94661112086
FDR16,OUT010,1475.230077136714
FDZ60,OUT046,1721.4668182718115
DRG03,OUT045,2349.6829924754034
FDS56,OUT018,3967.2960243764696
FDU33,OUT045,699.6881696953078
DRD27,OUT035,1716.3144250174857
FDW22,OUT046,3579.5162721312695
DRA24,OUT045,2551.268521902976
FDF38,OUT049,838.6497563634609
FDX48,OUT013,2541.023137564814
FDS58,OUT018,2326.2136837350486
FDC32,OUT046,1524.6276914614427
NCQ29,OUT045,4038.922032913794
DRK39,OUT018,1051.069439833111
NCS38,OUT017,1892.1295874919151
DRO47,OUT013,1819.1426614849358
DRG27,OUT027,2112.365341666492
FDC57,OUT027,4561.786177129419
FDS55,OUT046,2366.7859608481654
NCJ06,OUT018,1616.496653721479
FDO01,OUT019,244.76329686840404
NCM55,OUT045,2857.4521687683477
FDC52,OUT049,2541.640229478469
FDQ15,OUT045,1249.9604367970308
NCT30,OUT027,2203.222815800459
NCR42,OUT027,1979.5687843715682
FDD28,OUT035,1094.2823405147788
FDQ34,OUT049,1740.9833992588794
FDZ12,OUT027,3717.5025396224896
DRE13,OUT019,-512.610427628762
NCN07,OUT019,220.5020744609817
FDM28,OUT035,2993.5246982014855
FDI10,OUT017,2856.7148858015757
FDQ25,OUT013,2818.8056019459596
FDA38,OUT010,1876.4468987710848
DRI13,OUT049,3511.9116921374048
FDY20,OUT027,2977.203827532428
NCZ53,OUT035,3117.0210145130545
NCM31,OUT013,2299.4759974083513
DRB01,OUT017,3071.5100824653978
DRF37,OUT046,4104.842210931396
NCF42,OUT049,2842.1369749557393
FDF16,OUT018,2062.865273071034
FDB41,OUT013,837.2754266594789
FDR34,OUT013,3671.5866605959486
FDR15,OUT018,2253.6633704318124
NCV42,OUT019,-126.828661099805
FDW51,OUT035,3532.919872968066
FDU36,OUT017,1680.822719587703
FDX60,OUT049,1411.1235881660716
FDY03,OUT035,1998.20821314267
FDW55,OUT045,3934.68178476373
FDT01,OUT010,1461.0395659901783
FDG58,OUT013,2518.910895497646
FDK21,OUT017,4049.2672874055193
NCS41,OUT019,990.3150121203785
FDS10,OUT045,2814.7803042632827
NCT53,OUT046,2619.2922745458823
FDJ28,OUT018,2733.6813817865677
FDX44,OUT045,1387.7039211635672
FDT20,OUT018,414.72165864960425
FDO44,OUT017,1895.616387793587
NCX17,OUT049,3786.6457688107744
FDY01,OUT017,2010.8198207099385
FDJ12,OUT027,4816.983438782425
DRK35,OUT018,350.1767209446382
FDD47,OUT019,798.3127032590708
NCM53,OUT035,1848.9049899303668
FDO45,OUT013,1486.2999886930465
NCM42,OUT010,-180.47822250760703
FDE04,OUT046,2887.7225428684274
NCI30,OUT027,5327.913001550274
FDZ19,OUT013,2827.7084188833765
FDW57,OUT013,2864.8670112613786
FDA25,OUT013,1767.531252739826
FDT22,OUT046,950.8197936856589
FDP51,OUT013,1973.729442905928
FDD48,OUT027,3325.165708350286
FDY39,OUT035,3091.34333713117
FDO48,OUT010,1653.494245243102
FDD23,OUT027,4462.2049362876005
DRN35,OUT027,2080.8725942072206
FDT01,OUT035,3564.3473131050755
FDC20,OUT010,-961.092728695377
DRJ35,OUT035,1175.476766043246
FDB32,OUT046,1559.2176262807034
FDL24,OUT046,2807.5753504075506
NCV42,OUT035,1923.1628001064905
FDZ46,OUT046,1744.947029392524
FDC15,OUT013,2437.733343104715
FDD08,OUT019,-1210.950776926606
FDY50,OUT049,1515.2864828144543
FDD36,OUT013,1956.2043949260828
FDG57,OUT027,2294.459154987783
FDL21,OUT018,463.18168057485195
FDN16,OUT027,3108.220758659436
FDJ09,OUT027,2207.3478033244883
FDS01,OUT010,979.8821384388707
FDV33,OUT017,4252.806892405724
DRE12,OUT017,1909.4771812564795
FDR07,OUT013,1628.25659309156
FDP48,OUT010,1051.8009738455626
NCB55,OUT035,1033.9498317532034
FDQ08,OUT013,1101.771709594841
FDR34,OUT035,3839.123554727347
FDO33,OUT046,1786.6512456603773
FDP13,OUT045,631.4026286986846
FDX12,OUT049,3998.569442261792
NCT06,OUT049,2713.367224160967
FDR16,OUT019,1528.0641972677536
FDE36,OUT046,2675.030052550976
FDZ36,OUT049,3073.1566506746226
FDV13,OUT045,1435.8055892687032
NCZ17,OUT035,750.7897001244452
FDU56,OUT045,2880.766848370307
FDM09,OUT035,2882.5648364887006
FDV02,OUT017,2798.4352192584706
FDS34,OUT018,1562.9816384134317
FDA11,OUT049,1645.1713125901904
FDP09,OUT017,3457.0951043449427
FDB29,OUT027,3305.0138321537056
FDT19,OUT017,2941.3715910670867
DRH15,OUT017,795.5038976241487
FDY38,OUT046,3682.5439155039917
FDF14,OUT027,3907.218967118493
FDN48,OUT010,-409.3902512302924
FDQ12,OUT013,3688.6685182883543
NCJ43,OUT045,2651.1740528995383
FDE17,OUT019,545.03303111629
FDB05,OUT035,4041.0931221008354
FDH10,OUT045,2983.668899063346
NCR06,OUT017,775.4627371248577
FDU32,OUT018,1711.5046614155624
FDD56,OUT049,2915.6378682787486
FDO36,OUT018,2601.622477517452
FDH16,OUT010,-458.08532832774665
FDX10,OUT018,344.8347320643991
FDZ37,OUT017,1611.8784882625987
FDU31,OUT010,1619.6027697645454
DRC49,OUT049,2334.2859128100995
FDL15,OUT045,2368.2794111077606
FDN32,OUT019,1115.0212831171734
DRH59,OUT027,2663.474305416717
NCU29,OUT049,2450.9870119236252
FDR37,OUT019,1097.8462767375945
FDS14,OUT018,2185.7743844672386
FDU02,OUT027,4991.783433932947
FDJ08,OUT035,3217.8980905973935
NCZ06,OUT045,3891.6268863238497
FDO31,OUT049,1502.3985934318603
FDH31,OUT018,1409.2090290245055
FDS58,OUT017,2690.909447119709
NCA53,OUT027,2274.2431023826703
FDF50,OUT046,3181.2677441641486
NCW42,OUT049,3583.147516833353
NCQ17,OUT045,2391.8307311449776
FDK51,OUT018,3868.508020621921
NCW41,OUT010,599.4918771105426
NCR29,OUT017,1009.8766701223099
FDB08,OUT019,674.5093159838473
FDA40,OUT027,2846.692245298976
FDL14,OUT018,2310.774985440842
FDB47,OUT046,3273.401962663977
FDO03,OUT035,3804.255184632371
DRK13,OUT019,1178.2086471249418
FDX13,OUT010,2037.2588335511577
FDF52,OUT046,2878.0374045252406
FDT11,OUT013,3078.695123816791
FDB08,OUT013,2630.1510263675214
FDQ28,OUT018,2235.707658467844
FDD29,OUT045,3906.7716915673923
NCQ29,OUT027,5558.272915175214
NCO02,OUT013,1078.95064365397
FDR56,OUT010,1239.5320432577232
NCM54,OUT049,2069.7564020922314
FDP51,OUT035,2054.0917183169477
FDT38,OUT013,1369.706957367047
FDZ20,OUT018,3762.526247000038
FDJ53,OUT013,1935.7611283920546
FDX13,OUT049,4064.1389933813803
FDP58,OUT035,3599.9476012610717
NCK31,OUT019,-1038.2426460201582
FDA35,OUT018,1742.4730576701145
FDV37,OUT018,2934.4263834864164
NCO07,OUT027,4826.999862414506
FDA20,OUT045,2932.144846034032
FDZ59,OUT035,2852.14005096094
NCY17,OUT017,820.7986452076234
FDQ28,OUT035,2599.8896628662046
FDV35,OUT017,2555.9850403375863
FDQ36,OUT013,649.1026497646371
FDD34,OUT018,2322.1375721027
FDK51,OUT045,4093.4347738448664
FDV31,OUT035,2952.081393846171
FDR04,OUT035,1678.785248469426
FDR14,OUT049,944.7813483875773
DRC36,OUT010,876.6492405417434
FDE39,OUT019,7.154618571189758
FDP57,OUT049,1772.4937704905672
FDE57,OUT046,2294.1619527558246
NCN18,OUT046,1734.8987072815341
NCQ05,OUT018,2118.357822909335
FDW47,OUT035,2080.331203974703
FDV46,OUT035,2351.7560862954
NCP29,OUT045,940.1848426867818
FDE09,OUT018,1542.8928211649124
NCU06,OUT027,5042.119828933275
FDT19,OUT010,871.2111726038797
DRF15,OUT017,2500.6840024460694
DRI51,OUT013,2705.2825563463725
NCX54,OUT013,1676.7630544603135
DRE01,OUT013,3789.818560545295
NCB07,OUT045,2988.334707861382
FDU50,OUT035,1973.8888383900971
FDG40,OUT035,713.0511246490518
FDW10,OUT018,2501.4952897057046
FDX51,OUT013,3163.463171504681
NCP17,OUT045,971.6458315544269
FDP21,OUT035,3165.2157560448927
FDL04,OUT045,1584.6356913203308
FDV23,OUT013,1998.0742834303023
FDF24,OUT046,1375.2384352164206
FDH56,OUT027,3349.6959785499125
FDB51,OUT049,1079.8400095227946
FDI58,OUT027,3014.6852687029054
FDR20,OUT013,902.0478815516581
FDC51,OUT018,1710.6619091637865
FDB16,OUT027,2813.8715742445024
FDE40,OUT049,1086.3533912267328
NCM17,OUT035,868.9850609884452
FDU56,OUT035,3135.9896253018064
FDS32,OUT019,438.9405356698428
FDX02,OUT049,3608.2482951208644
FDT39,OUT027,3940.8752553376585
FDE35,OUT017,1116.6236368915893
NCI42,OUT019,1416.6886858236408
DRL23,OUT046,1720.9339449604931
FDA10,OUT046,1926.1892104806475
FDA11,OUT013,1583.7243007753389
NCM06,OUT046,2423.762843584877
NCT05,OUT035,4213.111750954484
NCQ02,OUT010,1027.1075674795416
NCY06,OUT049,2135.3386755118036
FDY56,OUT035,3770.643488730821
FDL02,OUT035,1884.5381332962138
NCI06,OUT035,2943.510735720171
FDQ14,OUT045,2283.952339907231
FDQ12,OUT017,3724.685291204733
FDP36,OUT046,847.4689972888771
FDK21,OUT027,5416.161157869245
FDO40,OUT045,2271.2841308173142
NCK54,OUT019,-20.951872523989778
FDY09,OUT018,2533.0175867322855
NCW30,OUT049,4188.582074742448
NCC55,OUT027,2051.9774236309972
FDE58,OUT018,1599.121192911715
FDR39,OUT013,2953.7971517126266
FDU28,OUT049,3070.1956783831943
FDH08,OUT017,3754.3502663189743
FDG35,OUT045,2799.320430026702
FDG22,OUT049,739.857660378655
FDC34,OUT035,2639.0338663584066
FDP15,OUT018,3742.104122151152
FDK34,OUT010,1867.447495989668
FDU45,OUT035,2041.8401540740588
FDQ04,OUT027,2091.807326881508
FDX22,OUT018,3087.021256240628
FDB45,OUT017,1818.6770804285684
NCH43,OUT027,4845.01458258108
DRE60,OUT046,3494.2240815527516
FDD17,OUT027,5164.708849481269
NCM54,OUT017,2108.1154928106957
NCH55,OUT013,2041.6722537976357
NCT06,OUT017,2701.935191932232
FDA48,OUT027,4940.1134968737315
FDY58,OUT027,5056.165499459796
FDO25,OUT045,3283.356095001696
FDN50,OUT045,1543.895621369802
FDH35,OUT035,2792.0682046122643
FDK09,OUT045,3508.520984069561
FDO16,OUT013,1356.4431418893828
FDW11,OUT045,990.5863534513351
FDU47,OUT027,3758.5704215777682
NCQ42,OUT010,115.34830950991955
FDK55,OUT027,2906.3020281514064
FDN08,OUT049,2026.8514417819028
FDT57,OUT045,3690.8157821099935
FDJ12,OUT018,3058.850264143005
DRL59,OUT017,989.1666128318952
NCN53,OUT046,603.3830862195375
FDO51,OUT010,-1126.7295815120674
FDK56,OUT017,3103.635867121206
